,Unnamed: 0,Author,Comments,Date,Ratings,Reviews,Title
0,0,Cthulhu Jones,Was this review helpful to you?, August 11 2013,5.0 out of 5 stars,"You get way more than you pay for (at least as far as the pricey world of flashlights go) with this light. If there are any flaws it is in the switch, which isn't able to turned on without clicking it all the way on. Some other lights can be turned on with a half-press of the switch, but not this one. The click of the switch is also relatively loud, which makes it a poor fit for stealthy needs. But at it's price and size, it's a perfect light to stick in a everyday carry backpack or in a car or something along that line. I wouldn't recommend it for survival, law enforcement, or any other critical task but for everything else it's perfect.","Cheap, Bright, and Small"
1,1,Rene A Gomez,Was this review helpful to you?, August 5 2013,5.0 out of 5 stars,"Compact, bright, and only one AA battery is required. Zoom is a nice feature, as well as being water resistant.",Great little torchlight!
2,2,Keith Katterheinrich,Was this review helpful to you?, August 2 2013,5.0 out of 5 stars,"Got these for my boys for church camp. Adjustable light is nice for spot or flood. Seem really well made, especially considering the price. Small and easy to pack is a great plus as well.",Nice little light
3,3,mr. o,Was this review helpful to you?, August 1 2013,5.0 out of 5 stars,"Great bang for your buck! I have 6. There are made in china of course. It seems to me that many different Distrubuting Co's sell this exact light under different names but all are the same, cause I have 6 from 3 different Co's. My local hardware store sells this for $10. plus tax. Only negative is out of the 6 one may have a switch problem. Keep one every place you are. Price is great.",Great light!
4,4,Freedom Isn't Free,Was this review helpful to you?, July 29 2013,3.0 out of 5 stars,"Came in insulated envelopes within 2 weeks of ordering. Decent performance thus far but of the 2 I bought, one is definitely a good deal brighter than the other. I will try to update this rating as I use them more and give some more feedback on their durability and longevity after extended use.",Bought 2 and one definitely is brighter than the other
5,5,ob,Was this review helpful to you?, July 24 2013,5.0 out of 5 stars,"This is an excellent flashlight for the size and price. Keep one in your car, home, bug-out bag. Only needs one AA battery, and has a focus zoom ... incredible.

I got way more than I paid for.",How is this only 4 dollars?
6,6,Steven,Was this review helpful to you?, July 23 2013,4.0 out of 5 stars,"Even with the cost of a rechargeable battery and charger, I spent very little compared to other lights of this quality. Very pleased with this light!",Well worth the money
7,7,J. Otoole,4 people found this helpful. Was this review helpful to you?, July 21 2013,1.0 out of 5 stars,"Tried this light with 14500 1200mAh 3.7V battery. As recommended by vendor. Just to see how long
it would last.
The flashlight was literally too hot to handle, really, way too hot to hold to within approx. 4 min. It got that hot that quickly. Light output
was great for first 2-3 minutes, dimmed rapidly after that. Useful light output about 6-7 minutes.
Seems ok with standard AA battery, but nowhere near as bright as advertised.
You get what you pay for.

I'm revising my review because on reflection I realize there is nothing on the flashlight itself to overheat, other than a short, which would have affected the other type battery I tried. Another post cautioned against using the brand battery I now believe to be the cause of overheating.

Another customer suggested I check the LED bulb for heat. Much to my surprise, bulb got too hot to touch within seconds with a 14500 Li-ion
battery installed. Then a second brand of 14500 batteries overheated within couple of minutes. Have a couple more of these flashlights ordered, thinking I have a defective unit.",Beware! LED gets extremely hot also
8,8,G-Man,Was this review helpful to you?, July 20 2013,4.0 out of 5 stars,It's good to keep in your pocket at camping and fishing events. While it won't light up the woods it works well for the immediate area. I didn't give it 5 stars because it took a month to receive it.,Portability
9,9,Amphion,Was this review helpful to you?, July 18 2013,5.0 out of 5 stars,"Plenty bright: you can see this thing casting a shadow outside on a shady day!
very small: maybe 1.5 times the length of a AA battery
Solid feel: it's metal baby!
Slide to zoom: slide the knurled area forward",WOW!
0,0,jhorman,One person found this helpful. Was this review helpful to you?, July 17 2013,2.0 out of 5 stars,The clip fall off the crystal is made out plastic and to get a brighter light I yum a different battery inside.,I guest you get for what you pay
1,1,guitarslinger,Was this review helpful to you?, July 14 2013,5.0 out of 5 stars,"It telescopes, it had 3 settings bright and dimmer and flashing. It's really bright for a one AA battery flashlight. The clip is durable and fits clips right onto my pocket or my belt. Totally recommend and I can't believe this item was so cheap.",Dig this item!
2,2,FleurdeLys,Was this review helpful to you?, July 13 2013,5.0 out of 5 stars,Great flashlight. I ordered several to give some as gifts - more stayed at our house than went out as gifts! Use 1 AA battery too which is nice. Easy to use rechargeables. Definitely recommend these if you want some small flashlights around the house.,"Small, lightweight and bright"
3,3,Gerard W Salvia,One person found this helpful. Was this review helpful to you?, July 11 2013,5.0 out of 5 stars,Great for light handy work or just to have in the glove box. I use it daily and the battery life is outstanding,Awesome
4,4,hieuman,Was this review helpful to you?, July 10 2013,5.0 out of 5 stars,"I bought this light for less than a Lincoln. It came from China [and it definitely took its time, probably went the scenic route] and I was pleasantly surprised when I finally came after a couple of months.

But it's worth the wait. It's bright and the beam is highly adjustable. from a nice wide with a relatively sharp falloff to a narrow beam in which you can see the actual LED cell [looks sorta like a battery meter]. It's body also very well built and feels way too robust for the few piddly dollars it cost me. Looks and feels like it milled from a block of aluminum.

The clip is super tight and the pull mechanism for focusing the beam does feel a touch flimsy, but I'm just nitpicking at this point. Excellent light, this is.",Best bang for your [3] bucks
5,5,Paul P.,Was this review helpful to you?, July 8 2013,4.0 out of 5 stars,For the money this light is bright and seems to be pretty well made. I plan to buy more of these.,Good light for the money.
